idx,time_imp,imp_count,hist_count,best_model
21782,13,47,58,2
21783,12,7,15,1
21784,9,12,18,2
21785,10,20,0,1
21786,15,172,28,1
21787,5,130,19,1
21788,12,8,212,3
21789,13,15,7,3
21790,15,9,47,3
21791,8,7,3,2
21792,13,61,17,3
21793,8,7,33,3
21794,8,50,28,3
21795,14,5,13,1
21796,13,86,48,2
21797,17,123,10,2
21798,1,3,37,2
21799,6,11,25,2
21800,7,28,5,3
21801,16,2,5,2
21802,8,64,62,3
21803,6,68,101,3
21804,13,35,16,1
21805,15,92,62,1
21806,15,7,3,3
21807,1,20,57,3
21808,10,25,30,2
21809,8,10,32,2
21810,6,124,77,1
21811,13,38,21,2
21812,11,178,0,3
21813,22,186,43,2
21814,5,125,4,1
21815,11,21,7,1
21816,6,60,13,2
21817,5,2,3,3
21818,10,63,0,1
21819,14,22,59,1
21820,10,7,15,3
21821,8,19,3,3
21822,13,15,19,1
21823,12,50,30,2
21824,7,9,199,1
21825,15,20,23,1
21826,13,20,8,2
21827,11,17,5,3
21828,11,7,58,3
21829,14,6,62,1
21830,8,86,37,1
21831,9,199,16,1
21832,10,12,21,1
21833,17,48,15,3
21834,11,27,28,2
21835,10,44,47,2
21836,11,17,4,2
21837,11,19,13,3
21838,12,12,2,1
21839,20,10,52,2
21840,9,35,36,3
21841,5,10,41,2
21842,12,114,13,1
21843,5,27,9,2
21844,9,7,30,2
21845,13,5,15,2
21846,9,28,192,1
21847,14,14,10,2
21848,9,37,21,1
21849,16,20,29,1
21850,11,37,4,1
21851,15,22,16,2
21852,14,40,6,2
21853,23,26,62,2
21854,9,71,20,1
21855,14,24,8,3
21856,6,51,17,1
21857,7,2,3,2
21858,9,8,32,1
21859,10,20,24,1
21860,12,9,27,3
21861,12,10,85,2
21862,12,97,34,1
21863,14,35,13,1
21864,14,87,66,1
21865,14,255,46,1
21866,13,2,13,3
21867,12,38,22,2
21868,8,10,54,1
21869,8,28,122,1
21870,7,11,7,1
21871,5,2,45,3
21872,4,2,106,2
21873,16,20,46,3
21874,9,19,0,2
21875,16,10,44,2
21876,4,11,56,3
21877,13,19,29,3
21878,6,4,29,3
21879,11,19,25,3
21880,11,36,3,1
21881,10,32,30,3
21882,8,86,25,2
21883,10,12,6,1
21884,10,75,26,2
21885,6,5,81,3
21886,11,2,0,3
21887,11,7,0,3
21888,6,55,32,1
21889,11,7,52,3
21890,15,7,31,2
21891,10,63,8,2
21892,23,38,12,2
21893,13,26,16,2
21894,11,25,2,3
21895,14,20,21,2
21896,13,63,3,3
21897,5,126,23,2
21898,0,161,38,1
21899,7,12,17,3
21900,6,68,83,1
21901,5,12,7,1
21902,8,61,37,1
21903,10,205,72,1
21904,7,2,10,3
21905,11,252,9,1
21906,5,2,8,3
21907,9,9,97,2
21908,9,40,26,3
21909,15,24,3,2
21910,5,28,25,2
21911,9,7,96,1
21912,22,22,9,3
21913,7,23,47,1
21914,13,2,54,3
21915,5,10,35,1
21916,10,12,31,2
21917,20,17,61,3
21918,10,7,8,2
21919,8,19,11,1
21920,14,94,23,1
21921,5,25,6,2
21922,7,13,7,2
21923,11,34,24,1
21924,9,87,6,1
21925,9,25,35,1
21926,4,11,3,3
21927,12,19,8,2
21928,6,79,8,3
21929,3,52,24,2
21930,15,2,11,3
21931,12,77,0,1
21932,11,12,59,2
21933,6,26,47,2
21934,13,75,92,3
21935,13,25,48,1
21936,14,12,38,2
21937,12,87,22,2
21938,7,41,9,1
21939,11,2,4,3
21940,4,11,4,2
21941,14,12,189,1
21942,15,72,0,1
21943,0,31,141,3
21944,7,144,171,2
21945,8,62,48,1
21946,6,6,9,1
21947,12,49,80,3
21948,17,22,52,2
21949,9,2,6,2
21950,10,29,29,2
21951,10,28,23,1
21952,17,92,7,1
21953,8,17,4,2
21954,13,73,10,1
21955,7,7,144,2
21956,12,2,101,2
21957,13,88,89,1
21958,9,2,3,1
21959,13,59,0,1
21960,11,41,60,2
21961,5,61,20,2
21962,8,69,3,2
21963,10,15,84,3
21964,14,37,10,2
21965,6,2,9,3
21966,5,30,8,2
21967,8,26,15,2
21968,16,31,29,2
21969,8,67,6,2
21970,13,22,15,2
21971,8,25,10,3
21972,12,54,31,2
21973,13,2,23,3
21974,12,10,6,2
21975,9,11,16,1
21976,8,3,27,2
21977,15,2,31,3
21978,9,71,224,1
21979,10,63,0,3
21980,9,81,6,3
21981,11,2,14,2
21982,9,7,62,3
21983,10,17,29,2
21984,14,24,22,2
21985,12,50,59,2
21986,7,12,10,2
21987,17,36,14,2
21988,11,11,70,3
21989,11,28,15,3
21990,12,15,46,3
21991,5,13,10,3
21992,13,52,55,2
21993,9,5,14,2
21994,10,7,25,3
21995,3,39,22,1
21996,10,26,47,1
21997,10,64,31,1
21998,15,44,2,1
21999,12,4,27,3
22000,8,9,16,2
22001,12,7,0,1
22002,4,81,5,1
22003,4,20,34,1
22004,9,7,8,2
22005,5,32,15,2
22006,13,28,17,1
22007,15,26,2,3
22008,12,2,18,2
22009,7,13,42,2
22010,1,35,14,2
22011,9,74,6,1
22012,12,90,140,1
22013,6,10,4,2
22014,6,60,6,1
22015,5,4,39,2
22016,8,105,97,1
22017,13,13,15,2
22018,10,102,24,2
22019,9,125,13,3
22020,19,22,25,3
22021,6,28,34,1
22022,7,72,71,1
22023,6,270,46,2
22024,13,39,98,2
22025,11,25,42,3
22026,12,15,26,2
22027,9,11,22,2
22028,11,19,12,3
22029,11,34,9,2
22030,9,22,0,2
22031,14,75,10,2
22032,11,42,59,1
22033,7,17,106,2
22034,8,9,0,3
22035,8,40,4,1
22036,11,28,46,3
22037,16,141,65,1
22038,8,117,127,1
22039,8,20,17,1
22040,9,29,30,2
22041,10,27,4,2
22042,17,5,3,3
22043,8,210,9,2
22044,10,126,108,2
22045,11,23,8,1
22046,18,74,29,1
22047,8,69,123,3
22048,6,2,7,3
22049,8,28,58,2
22050,4,126,16,1
22051,14,11,16,2
22052,12,7,5,2
22053,9,155,69,2
22054,13,63,44,1
22055,9,24,0,2
22056,5,11,43,2
22057,12,22,69,2
22058,11,45,4,2
22059,7,66,19,2
22060,11,14,35,2
22061,6,2,17,2
22062,14,117,42,1
22063,13,30,59,2
22064,14,2,22,3
22065,19,65,47,3
22066,11,15,20,3
22067,4,150,51,1
22068,10,80,47,2
22069,6,61,2,1
22070,12,5,6,3
22071,9,109,31,2
22072,7,68,18,2
22073,9,9,29,1
22074,11,12,22,2
22075,12,33,29,1
22076,9,13,77,2
22077,15,32,36,1
22078,14,11,8,1
22079,5,73,7,3
22080,13,37,11,1
22081,17,81,97,2
22082,5,23,43,2
22083,11,13,0,2
22084,12,39,25,1
22085,4,25,30,1
22086,14,6,41,1
22087,16,9,26,2
22088,7,12,44,2
22089,4,4,24,2
22090,11,14,27,2
22091,7,2,1,3
22092,11,20,42,1
22093,9,115,12,1
22094,12,31,49,1
22095,12,14,4,1
22096,7,43,16,2
22097,13,22,19,1
22098,11,7,15,3
22099,12,64,12,2
22100,14,41,17,2
22101,11,126,56,3
22102,11,76,14,2
22103,8,5,6,1
22104,14,25,56,1
22105,6,29,84,1
22106,0,119,98,1
22107,9,73,1,1
22108,12,81,26,1
22109,6,2,14,3
22110,3,4,3,3
22111,13,11,161,1
22112,10,77,8,1
22113,8,10,22,1
22114,10,27,15,1
22115,7,11,104,3
22116,6,20,91,1
22117,13,34,13,1
22118,16,2,0,2
22119,5,2,4,3
22120,7,98,5,1
22121,11,52,59,1
22122,12,13,10,1
22123,9,109,4,1
22124,8,48,24,2
22125,6,164,10,2
22126,0,46,8,2
22127,16,42,5,2
22128,16,10,12,3
22129,6,28,11,1
22130,7,14,5,3
22131,6,30,29,2
22132,11,14,102,2
22133,8,6,30,1
22134,9,46,29,2
22135,13,37,19,3
22136,15,5,39,3
22137,4,37,34,2
22138,11,154,58,1
22139,6,23,40,2
22140,11,122,50,1
22141,15,90,74,2
22142,14,50,87,2
22143,10,13,42,2
22144,20,68,76,3
22145,7,53,116,3
22146,8,130,5,2
22147,11,10,232,3
22148,11,100,51,2
22149,7,32,8,3
22150,14,103,77,3
22151,5,96,128,2
22152,7,11,8,1
22153,6,10,1,2
22154,15,45,73,1
22155,7,45,42,1
22156,3,10,5,2
22157,7,34,6,1
22158,8,38,79,1
22159,11,8,29,2
22160,9,50,11,1
22161,10,7,22,2
22162,12,51,3,1
22163,7,66,6,2
22164,9,9,35,2
22165,8,4,8,3
22166,13,8,21,2
22167,5,45,27,3
22168,8,37,17,3
22169,7,12,5,2
22170,11,2,30,3
22171,8,7,1,3
22172,3,37,12,1
22173,10,2,17,3
22174,13,75,2,3
22175,5,112,27,2
22176,4,51,39,1
22177,9,50,29,1
22178,8,4,4,1
22179,4,2,2,3
22180,12,23,68,2
22181,13,4,22,1
22182,12,33,17,2
22183,15,71,0,2
22184,5,42,6,1
22185,13,2,13,3
22186,12,8,0,3
22187,2,11,4,2
22188,6,14,14,3
22189,11,12,153,1
22190,11,13,22,2
22191,8,8,40,3
22192,12,20,7,2
22193,8,2,25,3
22194,11,7,9,2
22195,13,17,55,1
22196,12,54,10,2
22197,7,13,12,1
22198,13,94,6,2
22199,12,17,77,3
22200,11,5,10,3
22201,12,118,0,1
22202,21,6,3,3
22203,12,18,11,1
22204,6,13,11,2
22205,12,37,14,2
22206,6,5,9,3
22207,4,7,9,2
22208,7,16,88,3
22209,8,14,111,1
22210,15,7,8,3
22211,14,7,2,1
22212,8,29,12,1
22213,5,2,5,3
22214,13,9,14,1
22215,12,102,35,1
22216,14,17,4,2
22217,7,4,53,1
22218,9,16,47,3
22219,16,56,20,1
22220,11,141,41,1
22221,12,18,3,1
22222,21,19,30,3
22223,10,35,42,2
22224,17,10,4,1
22225,9,26,12,2
22226,10,92,31,1
22227,17,2,14,3
22228,3,66,23,1
22229,18,90,72,2
22230,8,2,22,3
22231,12,38,29,2
22232,7,59,48,2
22233,11,34,16,1
22234,12,82,159,1
22235,12,21,5,1
22236,12,98,44,1
22237,8,26,5,3
22238,9,20,9,3
22239,6,68,158,3
22240,12,10,26,1
22241,3,2,48,3
22242,9,135,40,3
22243,11,3,0,2
22244,9,9,58,2
22245,5,2,44,3
22246,11,11,43,3
22247,7,14,25,1
22248,7,42,78,1
22249,0,9,15,2
22250,14,7,36,2
22251,10,18,8,3
22252,17,7,5,2
22253,4,44,62,1
22254,8,49,27,3
22255,7,25,1,1
22256,13,184,113,1
22257,10,60,71,2
22258,10,9,3,2
22259,8,7,76,1
22260,6,88,56,3
22261,8,7,5,1
22262,8,21,6,2
22263,13,41,4,2
22264,3,4,17,3
22265,10,218,27,1
22266,5,65,5,1
22267,12,15,2,1
22268,13,69,4,2
22269,9,19,60,2
22270,8,44,32,2
22271,13,4,40,2
22272,7,59,12,2
22273,15,7,17,1
22274,9,4,2,3
22275,14,30,13,3
22276,21,20,2,2
22277,11,182,0,3
22278,11,21,142,1
22279,6,56,25,1
22280,10,72,20,1
22281,12,19,1,2
22282,10,18,15,3
22283,5,10,5,3
22284,8,17,38,1
22285,14,86,37,2
22286,10,57,8,1
22287,12,2,17,3
22288,6,31,9,2
22289,9,13,9,2
22290,7,17,41,1
22291,23,26,0,3
22292,13,26,6,1
22293,9,11,12,1
22294,9,50,3,1
22295,17,101,74,2
22296,11,38,76,2
22297,9,16,8,1
22298,19,77,261,1
22299,9,17,40,1
22300,7,17,10,2
22301,14,5,50,2
22302,10,85,12,1
22303,8,76,28,2
22304,15,41,22,2
22305,8,102,6,2
22306,11,10,67,3
22307,13,95,224,2
22308,8,10,37,1
22309,9,19,8,3
22310,6,16,5,1
22311,13,14,7,2
22312,10,66,20,1
22313,9,2,30,1
22314,10,2,9,2
22315,9,22,11,3
22316,12,13,24,1
22317,13,22,41,3
22318,20,2,1,3
22319,7,4,40,2
22320,13,25,14,2
22321,14,14,52,1
22322,13,15,25,3
22323,7,39,13,1
22324,13,97,77,1
22325,14,12,6,1
22326,11,14,76,2
22327,13,32,4,1
22328,8,91,65,1
22329,10,109,9,1
22330,8,22,10,1
22331,13,30,5,2
22332,9,86,40,1
22333,10,32,37,2
22334,6,48,15,1
22335,9,7,4,2
22336,12,152,29,2
22337,22,155,0,1
22338,9,2,3,3
22339,12,6,43,1
22340,10,8,37,3
22341,7,16,7,1
22342,6,10,4,2
22343,14,86,2,3
22344,4,16,37,2
22345,13,44,21,1
22346,10,49,0,1
22347,10,20,109,2
22348,14,96,22,1
22349,10,8,4,2
22350,6,13,102,2
22351,5,11,9,3
22352,6,26,6,1
22353,11,13,28,2
22354,11,21,2,2
22355,21,42,20,3
22356,18,89,9,2
22357,16,25,14,2
22358,5,7,88,1
22359,8,7,2,1
22360,12,96,11,1
22361,9,32,42,2
22362,10,14,6,2
22363,12,46,16,1
22364,12,11,17,2
22365,14,130,101,3
22366,12,41,27,1
22367,23,130,1,1
22368,4,32,69,3
22369,6,17,15,3
22370,8,80,3,1
22371,5,17,11,1
22372,4,96,23,3
22373,8,2,21,3
22374,15,31,0,1
22375,13,8,29,1
22376,15,17,13,3
22377,10,7,29,3
22378,8,5,3,1
22379,14,32,21,1
22380,8,37,10,1
22381,6,18,13,2
22382,13,32,39,2
22383,8,7,150,2
22384,9,118,8,1
22385,9,79,59,1
22386,6,9,22,1
22387,14,10,15,1
22388,6,39,23,2
22389,5,130,31,1
22390,3,20,4,1
22391,3,29,63,1
22392,9,12,4,1
22393,7,126,16,1
22394,13,10,15,1
22395,7,26,11,1
22396,16,5,5,3
22397,15,19,5,1
22398,5,10,40,2
22399,8,6,2,1
22400,21,2,7,3
22401,12,26,35,1
22402,9,26,14,2
22403,6,12,275,2
22404,9,8,50,3
22405,3,44,7,3
22406,15,33,141,1
22407,15,191,15,2
22408,8,22,63,1
22409,6,4,90,3
22410,8,38,4,3
22411,12,12,26,1
22412,6,48,5,1
22413,4,4,51,3
22414,7,35,11,2
22415,11,9,93,3
22416,1,32,125,2
22417,6,14,21,2
22418,10,21,51,2
22419,8,102,6,2
22420,13,16,70,2
22421,10,128,62,1
22422,17,133,62,2
22423,8,24,62,1
22424,15,2,24,3
22425,12,45,46,2
22426,12,7,15,1
22427,12,18,9,3
22428,9,17,36,3
22429,13,61,53,1
22430,17,12,69,3
22431,12,10,65,1
22432,8,2,5,3
22433,16,47,159,2
22434,6,67,60,2
22435,14,7,10,1
22436,13,3,8,3
22437,12,2,96,2
22438,14,5,8,1
22439,5,35,167,1
22440,12,20,6,2
22441,15,13,0,2
22442,7,162,36,2
22443,13,21,22,1
22444,6,5,24,2
22445,6,2,12,3
22446,15,22,7,1
22447,15,2,3,3
22448,2,26,5,1
22449,12,2,31,3
22450,6,22,4,3
22451,17,34,33,1
22452,6,2,9,3
22453,14,46,66,1
22454,10,18,7,2
22455,7,17,2,1
22456,6,39,11,3
22457,9,65,6,3
22458,12,10,8,3
22459,12,7,9,2
22460,15,6,0,2
22461,7,41,69,2
22462,12,56,15,3
22463,5,17,157,3
22464,13,5,7,1
22465,10,15,56,3
22466,8,35,13,1
22467,5,13,9,2
22468,17,93,54,1
22469,0,30,1,1
22470,12,26,15,1
22471,15,10,98,3
22472,2,30,36,2
22473,12,15,35,1
22474,7,61,162,1
22475,10,10,20,1
22476,13,59,77,1
22477,14,18,0,2
22478,9,11,6,3
22479,8,8,69,1
22480,3,16,13,2
22481,7,50,10,2
22482,13,9,3,1
22483,15,42,58,3
22484,8,7,7,2
22485,13,36,18,2
22486,6,52,69,1
22487,3,130,8,1
22488,10,46,166,2
22489,16,2,5,3
22490,14,12,17,1
22491,12,11,0,1
22492,5,25,30,2
22493,9,30,8,3
22494,8,10,5,2
22495,4,12,6,2
22496,7,35,129,2
22497,7,23,6,2
22498,14,14,70,1
22499,5,2,64,3
22500,8,17,5,3
22501,12,11,3,2
22502,14,10,37,3
22503,9,5,31,1
22504,9,68,53,1
22505,10,16,4,2
22506,5,42,5,1
22507,8,40,10,1
22508,10,39,108,2
22509,17,2,12,2
22510,6,4,8,2
22511,0,7,4,2
22512,6,72,16,2
22513,11,15,106,2
22514,7,6,31,2
22515,11,76,15,2
22516,14,26,96,1
22517,11,23,27,2
22518,10,12,57,3
22519,9,9,27,1
22520,6,64,131,2
22521,6,7,20,3
22522,7,45,27,3
22523,6,18,31,2
22524,12,26,108,2
22525,8,7,29,2
22526,7,25,85,2
22527,9,42,39,1
22528,10,2,2,2
22529,13,84,85,2
22530,9,19,0,1
22531,14,22,6,2
22532,4,4,10,1
22533,11,75,0,1
22534,15,16,21,3
22535,11,7,0,3
22536,14,26,57,1
22537,11,85,12,2
22538,19,55,17,1
22539,16,27,7,3
22540,7,2,11,3
22541,8,5,7,1
22542,7,22,2,2
22543,7,231,55,2
22544,8,8,1,3
22545,7,20,40,2
22546,14,47,9,2
22547,7,4,5,2
22548,16,2,39,3
22549,12,45,3,3
22550,9,12,14,2
22551,9,68,101,1
22552,1,16,29,3
22553,12,27,42,2
22554,8,35,17,1
22555,3,11,10,2
22556,6,99,5,3
22557,12,14,3,3
22558,8,7,17,3
22559,12,47,13,1
22560,4,20,31,1
22561,14,20,32,1
22562,15,28,35,3
22563,7,7,5,3
22564,22,79,6,1
22565,6,10,22,1
22566,13,25,5,2
22567,9,7,19,3
22568,6,97,27,1
22569,10,2,36,1
22570,7,116,31,2
22571,13,19,10,1
22572,14,30,26,3
22573,8,6,2,3
22574,7,46,19,1
22575,8,13,4,1
22576,15,5,42,2
22577,21,109,17,1
22578,12,9,3,3
22579,16,98,9,1
22580,3,122,143,1
22581,19,25,7,1
22582,14,19,33,3
22583,17,59,57,1
22584,11,4,9,3
22585,10,5,40,3
22586,15,17,3,1
22587,6,2,2,3
22588,9,13,76,2
22589,11,15,0,1
22590,9,11,16,3
22591,13,22,131,3
22592,3,61,44,2
22593,9,8,14,3
22594,21,22,5,3
22595,15,44,9,1
22596,15,16,3,2
22597,11,34,7,1
22598,13,25,14,2
22599,8,7,28,1
22600,11,11,35,1
22601,11,78,7,1
22602,7,41,3,3
22603,3,2,3,2
22604,5,10,9,2
22605,9,98,28,2
22606,14,32,24,2
22607,14,20,4,2
22608,14,103,169,1
22609,13,41,4,1
22610,8,9,7,1
22611,6,11,106,2
22612,11,34,12,2
22613,11,23,19,2
22614,11,85,135,2
22615,18,10,22,2
22616,9,20,4,2
22617,9,2,39,3
22618,4,55,21,2
22619,6,28,27,3
22620,10,5,36,3
22621,19,4,23,1
22622,1,2,11,3
22623,7,12,3,1
22624,16,38,285,2
22625,9,20,0,1
22626,9,12,25,3
22627,9,74,17,1
22628,5,11,7,1
22629,5,79,2,3
22630,13,27,6,3
22631,7,17,23,3
22632,19,2,1,2
22633,13,22,16,2
22634,6,128,339,2
22635,8,9,22,2
22636,15,60,12,3
22637,8,14,6,1
22638,7,33,5,1
22639,15,31,42,2
22640,7,58,97,2
22641,11,12,13,1
22642,13,61,34,1
22643,6,10,22,1
22644,14,11,89,2
22645,14,20,13,3
22646,15,29,11,2
22647,13,44,47,2
22648,7,2,24,3
22649,14,21,23,3
22650,13,8,129,1
22651,21,25,7,2
22652,4,43,24,1
22653,12,73,0,2
22654,10,5,26,2
22655,9,26,164,1
22656,9,37,22,2
22657,6,37,25,2
22658,9,45,105,3
22659,16,56,3,1
22660,5,28,17,1
22661,9,49,20,2
22662,17,146,75,1
22663,12,23,13,2
22664,7,14,54,3
22665,7,11,63,1
22666,10,66,41,1
22667,5,70,30,2
22668,11,29,13,3
22669,7,38,44,2
22670,6,12,6,3
22671,7,85,39,1
22672,10,13,40,2
22673,2,38,7,2
22674,8,15,13,2
22675,11,10,21,3
22676,14,23,0,3
22677,10,13,77,1
22678,8,25,8,1
22679,4,2,4,3
22680,5,7,11,3
22681,8,16,104,3
22682,11,8,6,1
22683,14,5,10,2
22684,6,16,10,3
22685,6,121,16,2
22686,13,7,13,2
22687,9,115,81,2
22688,8,16,139,3
22689,14,20,38,2
22690,10,53,36,2
22691,7,7,7,1
22692,9,53,77,2
22693,8,35,23,1
22694,10,2,111,3
22695,6,7,50,1
22696,10,191,0,1
22697,20,26,0,2
22698,10,9,2,2
22699,8,18,43,1
22700,11,5,23,2
22701,8,26,6,3
22702,14,14,3,1
22703,15,24,45,2
22704,7,23,13,2
22705,9,19,2,1
22706,4,38,82,2
22707,20,72,121,3
22708,10,6,68,3
22709,7,98,5,2
22710,10,28,9,3
22711,9,40,34,2
22712,14,39,244,3
22713,13,98,9,2
22714,7,11,18,2
22715,8,122,31,2
22716,15,7,51,2
22717,12,9,38,2
22718,13,59,126,2
22719,11,7,48,1
22720,9,2,8,3
22721,17,12,45,2
22722,9,42,50,2
22723,4,17,22,3
22724,8,19,3,1
22725,6,5,29,1
22726,11,20,100,1
22727,6,25,11,1
22728,4,11,10,2
22729,13,12,0,1
22730,9,94,37,2
22731,13,2,3,3
22732,11,22,61,3
22733,8,108,14,1
22734,13,22,14,2
22735,11,44,43,1
22736,9,28,41,1
22737,10,39,0,3
22738,14,68,113,1
22739,11,7,9,3
22740,16,48,314,1
22741,9,22,6,2
22742,7,17,3,1
22743,13,5,7,1
22744,14,20,26,2
22745,7,14,8,1
22746,8,20,49,3
22747,11,11,11,2
22748,15,17,3,2
22749,11,57,11,1
22750,13,21,46,1
22751,14,76,33,1
22752,9,81,291,2
22753,10,5,9,2
22754,11,8,2,1
22755,7,46,7,1
22756,14,88,58,1
22757,11,58,7,1
22758,8,7,0,1
22759,8,224,13,1
22760,14,20,58,1
22761,11,37,5,1
22762,11,51,33,3
22763,4,48,87,1
22764,12,9,36,1
22765,14,242,0,3
22766,20,141,55,1
22767,15,13,64,1
22768,12,102,19,2
22769,11,14,2,2
22770,13,31,3,2
22771,4,116,52,1
22772,10,10,10,3
22773,2,6,81,2
22774,6,12,6,1
22775,10,50,67,1
22776,11,20,19,1
22777,5,10,11,1
22778,11,37,38,1
22779,7,102,8,2
22780,8,13,12,2
22781,16,90,25,2
22782,12,10,24,1
22783,16,2,65,3
22784,15,12,27,2
22785,13,93,26,3
22786,11,49,60,2
22787,16,22,37,1
22788,11,71,10,3
22789,1,85,4,2
22790,17,32,15,1
22791,4,119,22,2
22792,15,102,19,1
22793,10,79,65,3
22794,21,38,3,2
22795,14,64,11,3
22796,12,29,75,1
22797,8,41,33,2
22798,13,284,101,1
22799,10,17,23,2
22800,6,54,41,3
22801,6,23,59,2
22802,9,11,8,1
22803,3,17,11,2
22804,15,21,20,1
22805,11,10,25,3
22806,9,7,16,1
22807,13,67,64,2
22808,5,14,13,2
22809,12,17,100,3
22810,8,47,45,1
22811,9,10,238,3
22812,15,55,129,1
22813,8,29,36,2
22814,11,56,80,3
22815,7,14,39,1
22816,8,7,10,2
22817,18,9,0,1
22818,6,7,29,2
22819,11,10,6,3
22820,5,10,44,1
22821,9,45,6,3
22822,10,103,35,2
22823,17,30,69,3
22824,4,11,15,2
22825,13,12,43,1
22826,8,14,9,1
22827,9,7,32,1
22828,12,38,121,3
22829,10,10,31,2
22830,8,21,8,2
22831,16,29,4,2
22832,11,20,87,1
22833,7,6,14,3
22834,2,6,20,2
22835,4,19,81,1
22836,11,11,2,2
22837,9,13,14,1
22838,9,5,3,1
22839,7,108,21,1
22840,9,2,20,3
22841,7,28,35,1
22842,10,84,17,1
22843,10,5,55,3
22844,10,27,2,1
22845,13,75,7,2
22846,16,32,105,2
22847,8,125,10,1
22848,9,73,57,2
22849,8,42,37,1
22850,7,33,42,2
22851,4,18,7,3
22852,6,10,35,3
22853,11,20,7,2
22854,16,46,47,1
22855,12,16,38,3
22856,8,14,0,1
22857,5,12,8,1
22858,6,39,81,2
22859,7,21,62,2
22860,5,134,6,2
22861,9,37,52,3
22862,8,153,65,2
22863,18,2,13,3
22864,9,9,28,2
22865,13,26,26,2
22866,14,12,17,1
22867,8,55,53,1
22868,11,7,10,3
22869,9,39,7,2
22870,9,4,5,1
22871,10,17,12,2
22872,5,8,16,3
22873,3,21,17,1
22874,9,4,67,1
22875,2,35,143,1
22876,16,12,9,2
22877,6,98,83,2
22878,13,12,17,2
22879,15,7,199,1
22880,9,31,42,1
22881,13,30,8,3
22882,4,17,18,3
22883,11,22,31,3
22884,14,100,17,1
22885,12,2,39,3
22886,11,20,20,3
22887,14,20,155,1
22888,8,2,22,2
22889,15,9,24,1
22890,6,75,53,1
22891,10,67,38,3
22892,6,3,11,2
22893,8,28,77,1
22894,6,35,8,2
22895,13,26,41,2
22896,3,43,43,1
22897,13,46,4,3
22898,14,17,14,1
22899,15,8,7,2
22900,4,23,27,1
22901,6,145,55,2
22902,15,35,5,1
22903,8,10,27,1
22904,6,41,111,1
22905,9,13,14,2
22906,5,4,9,1
22907,10,32,24,1
22908,13,112,69,2
22909,15,17,27,2
22910,6,15,62,1
22911,8,70,8,1
22912,12,92,37,3
22913,23,146,6,2
22914,21,24,63,3
22915,6,2,107,3
22916,10,19,12,2
22917,13,50,55,3
22918,11,49,57,1
22919,6,19,26,1
22920,13,35,39,2
22921,14,99,98,3
22922,12,17,2,2
22923,12,28,108,1
22924,14,5,12,1
22925,14,24,3,2
22926,9,35,28,1
22927,11,8,9,1
22928,12,14,20,2
22929,6,32,21,2
22930,10,7,20,2
22931,9,11,394,1
22932,15,48,103,2
22933,9,12,22,2
22934,16,17,15,1
22935,8,35,2,2
22936,12,14,93,1
22937,5,237,29,1
22938,12,7,32,3
22939,14,56,56,3
22940,9,7,91,2
22941,7,45,29,1
22942,11,54,34,1
22943,12,80,168,2
22944,13,28,4,2
22945,12,3,3,3
22946,11,13,19,1
22947,13,3,5,1
22948,8,77,12,1
22949,14,153,14,1
22950,14,42,3,2
22951,13,24,20,2
22952,6,4,9,2
22953,8,14,22,1
22954,13,20,9,1
22955,16,41,14,2
22956,16,27,85,1
22957,12,2,5,3
22958,14,3,62,3
22959,9,64,15,2
22960,9,2,6,3
22961,5,20,46,2
22962,15,35,24,1
22963,5,38,1,1
22964,10,20,13,2
22965,6,14,40,3
22966,14,128,0,3
22967,14,4,47,2
22968,20,38,2,1
22969,5,36,1,3
22970,14,11,152,1
22971,13,20,4,2
22972,12,41,50,1
22973,14,30,41,2
22974,8,73,6,1
22975,6,7,13,3
22976,7,11,5,3
22977,8,7,14,1
22978,5,7,2,2
22979,12,12,37,2
22980,14,7,28,2
22981,7,3,4,1
22982,8,102,74,1
22983,6,7,0,1
22984,16,31,4,1
22985,1,9,18,3
22986,10,8,40,3
22987,9,28,13,2
22988,6,28,2,3
22989,11,10,113,1
22990,10,11,3,1
22991,14,10,25,3
22992,7,14,4,2
22993,7,17,19,1
22994,9,41,26,2
22995,11,17,14,1
22996,7,4,5,2
22997,23,10,13,2
22998,13,4,33,1
22999,7,5,4,2
23000,12,7,48,3
23001,8,28,135,2
23002,11,3,35,2
23003,6,36,21,1
23004,8,24,60,1
23005,14,26,27,3
23006,14,126,12,1
23007,7,40,6,1
23008,16,19,21,1
23009,9,97,11,2
23010,11,37,7,1
23011,14,72,35,2
23012,7,11,8,3
23013,10,13,28,2
23014,5,14,19,2
23015,10,124,16,2
23016,13,15,46,2
23017,11,28,46,2
23018,13,89,27,2
23019,12,12,0,2
23020,12,91,6,1
23021,10,63,51,2
23022,6,47,109,2
23023,10,39,8,2
23024,14,33,4,2
23025,9,135,27,1
23026,3,20,5,2
23027,7,13,17,3
23028,6,46,169,1
23029,10,26,14,2
23030,11,8,2,3
23031,15,41,35,1
23032,13,26,25,1
23033,11,60,69,1
23034,2,32,9,2
23035,4,57,50,1
23036,8,10,13,3
23037,9,68,14,2
23038,15,17,27,2
23039,8,133,46,2
23040,20,19,62,2
23041,9,121,3,3
23042,9,6,21,2
23043,12,28,2,3
23044,6,73,10,1
23045,16,4,20,3
23046,9,17,28,2
23047,6,33,11,3
23048,7,2,8,3
23049,6,9,13,3
23050,22,14,15,3
23051,8,187,6,1
